Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
2-PIPERIDONE,675-20-7,NOT REQUIRED,M.P: 38-40 0C,INTERMEDIATE IN ORGANIC SYNTHESIS AND BUILDING BLOCKS FOR CHEMICAL SYNTHESIS AND APIXABAN DRUG,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES AND PHARMACEUTICAL RESEARCH INSTITUTE,Off White to Yellow and Faint Orange to Orange and Faint Beige to Beige and Faint Brown to Brown solid or liquid and packed in glass bottle
