Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Where to used,Colors & packaging
2-(TRI-n-BUTYL STANNYL)OXAZOLE,145214-05-7,NOT REQUIRED,NA,SYNTHETIC BUILDING BLOCK FOR STILLE COUPLING,ESSAY >95%,DENSITY-1.71 g/mL at 25 °C(lit.),PHARMACEUTICAL INDUSTRIES, COLOURLESS LEQUID AND PACKED IN GLASS BOTTLE
