Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
N-BOC-3-PIPERIDONE,98977-36-7,NOT REQUIRED,M.P: 35-40 0C,INTERMEDIATE IN ORGANIC SYNTHESIS,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES,White to dark yellow and packed in glass bottle.
