Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
4-5-6-7-TETRAHYDROTHIENO[3-2-c]PYRIDINE HCl,28783-41-7,NOT REQUIRED,NA,INTERMEDIATE IN ORGANIC SYNTHESIS AND BUILDING BLOCKS FOR CHEMICAL SYNTHESIS AND CLOPIDOGREL DRUG,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES AND PHARMACEUTICAL RESEARCH INSTITUTE,Off white solid and packed in glass bottle
