Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
2-(TRI-n-BUTYL STANNYL)THIAAZOLE,121359-48-6,NOT REQUIRED,NA,SYNTHETIC BUILDING BLOCK FOR STILLE COUPLING,ESSAY >95%,DENSITY-1.19 g/mL at 25 °C(lit.),PHARMACEUTICAL INDUSTRIES AND PHARMACEUTICAL RESEARCH INSTITUTE,COLOURLESS LIQUID AND PACKED IN GLASS BOTTLE
