Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
N-BOC-4-PIPERIDONE,79099-07-3,NOT REQUIRED,NA,INTERMEDIATE IN ORGANIC SYNTHESIS AND BUILDING BLOCKS FOR CHEMICAL SYNTHESIS OR PHARMA BUILDING BLOCK,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES AND PHARMACEUTICAL RESEARCH INSTITUTE,Off White and packed in glass bottle
