Catalog No., Name, Alt. name,CAS number, Related CAS, MFCD number, Purity, Formula, FW, Storage
BC-1399, 3-Bromo-5-chlorothiophene-2-boronic acid, , , , , 98%, C4H3BBrClO2S, 241.3, Store in freezer


