Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
N-BOC L-SERINE METHYL ESTER,2766-43-0,NOT REQUIRED,NA,Amino Acid Derivatives, Chemical Biology, Chemical Synthesis, Peptide Chemistry,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES AND PHARMACEUTICAL RESEARCH INSTITUTE,Colorless to yellow solid and packed in glass bottle
