Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
N-BOC-4-PIPERIDONE,79099-07-3,NOT REQUIRED,NA,INTERMEDIATE IN ORGANIC SYNTHESIS,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES/RESEARCH INSTITUTE,Off White and packed in glass bottle
