Name,CAS No.,Raw Material Used,Special Features,Applications,Technical specification,Brief,Industries where to used,Colors & packaging
4-HYDROXY PIPERIDINE,5382-16-1,NOT REQUIRED,NA,NTERMEDIATE IN ORGANIC SYNTHESIS AND BUILDING BLOCKS FOR CHEMICAL SYNTHESIS AND LORATIDINE DRUG,ESSAY >95%,NA,PHARMACEUTICAL INDUSTRIES AND PHARMACEUTICAL RESEARCH INSTITUTE,Off white solid and packed in glass bottle
